,0 (ERM),0 (G-ERM),0 (PREP),1 (ERM),1 (G-ERM),1 (PREP),2 (ERM),2 (G-ERM),2 (PREP),3 (ERM),3 (G-ERM),3 (PREP),4 (ERM),4 (G-ERM),4 (PREP),5 (ERM),5 (G-ERM),5 (PREP),6 (ERM),6 (G-ERM),6 (PREP),7 (ERM),7 (G-ERM),7 (PREP),8 (ERM),8 (G-ERM),8 (PREP),9 (ERM),9 (G-ERM),9 (PREP),10 (ERM),10 (G-ERM),10 (PREP),11 (ERM),11 (G-ERM),11 (PREP)
incomeCA,0.20450602029549397,0.20450602029549397,0.20311267679688733,0.21346935320013546,0.21499322722654926,0.21088723332204537,0.21584861028976937,0.2430514488468362,0.20993494973388527,0.22522522522522523,0.26126126126126126,0.21621621621621623,0.21196637547387506,0.2195483764628317,0.2149332454260755,0.1568627450980392,0.27450980392156865,0.1830065359477124,0.14603854389721627,0.14839400428265526,0.14603854389721627,0.20682862770847013,0.21667760998030203,0.20420223243598162,0.21183631055470334,0.21287545153149587,0.21178682765104656,0.1961972067979135,0.19597285321666946,0.19328061024174098,0.19761599017363632,0.19753224275584835,0.19753224275584835,0.315884476534296,0.31137184115523464,0.2933212996389892
incomeNY,0.21832724400118494,0.21832724400118494,0.21640169842993975,0.22347100599875888,0.2279528373439978,0.2231262497414328,0.21516900247320692,0.22506183017312448,0.20280296784830998,0.22950819672131148,0.2459016393442623,0.2459016393442623,0.2199046483909416,0.21573301549463647,0.21573301549463647,0.0,0.0,0.0,0.16906474820143885,0.1591726618705036,0.15827338129496402,0.19383259911894274,0.23348017621145375,0.22466960352422907,0.2365190059915529,0.24162655927708476,0.23180434142029271,0.19994043482577187,0.20222376650451704,0.20083391243919388,0.21300460293106185,0.21094122004126767,0.2108354055340987,0.2926829268292683,0.29637841832963785,0.29416112342941614
incomeTX,0.2061560759783355,0.2061560759783355,0.2061560759783355,0.21263550301662823,0.21817825084612744,0.21263550301662823,0.2003257328990228,0.2003257328990228,0.2003257328990228,0.2777777777777778,0.3148148148148148,0.2777777777777778,0.19760956175298805,0.20796812749003984,0.19760956175298805,0.09090909090909091,0.3181818181818182,0.09090909090909091,0.14254859611231102,0.15550755939524838,0.14254859611231102,0.16964285714285715,0.21964285714285714,0.16964285714285715,0.2257001647446458,0.22820714848506554,0.2257001647446458,0.18389491719017703,0.1854450518071306,0.18389491719017703,0.20075450267726758,0.20322894694142463,0.20075450267726758,0.29118773946360155,0.2988505747126437,0.29118773946360155
employmentCA,0.18643211403193852,0.18643211403193852,0.18643211403193852,0.18746082859674526,0.18858464264874328,0.18746082859674526,0.19291754756871035,0.19899577167019028,0.19291754756871035,0.23017408123791103,0.2572533849129594,0.23017408123791103,0.19264770240700219,0.1986870897155361,0.19264770240700219,0.20357142857142857,0.22857142857142856,0.20357142857142857,0.1801546672475765,0.19213593290491232,0.1801546672475765,0.1501965188096575,0.17069062324536777,0.1501965188096575,0.15624239474324653,0.15662096752386362,0.15624239474324653,0.21563857060639355,0.22055668916444304,0.21563857060639355,0.19137691676658042,0.1920868303148861,0.19137691676658042,0.15991200609188594,0.17226499703866655,0.15991200609188594
employmentNY,0.182708243033069,0.182708243033069,0.182708243033069,0.1776282284467079,0.17962895598399417,0.1776282284467079,0.19513160498713636,0.20364140114783297,0.19513160498713636,0.2204724409448819,0.31496062992125984,0.2204724409448819,0.20056320400500627,0.2165206508135169,0.20056320400500627,0.16,0.28,0.16,0.1867983834755276,0.21688370004490345,0.1867983834755276,0.19180633147113593,0.20391061452513967,0.19180633147113593,0.1613329806929384,0.16297275852948956,0.1613329806929384,0.2025989367985824,0.2072258318566647,0.2025989367985824,0.18553207221640275,0.1866720069012262,0.18553207221640275,0.16915570013307704,0.17965399970427326,0.16915570013307704
employmentTX,0.17777777777777778,0.17777777777777778,0.1769377625047728,0.17763564072802707,0.18012989899488802,0.1767959894302719,0.17592947489459562,0.18723648907627444,0.1761211192027597,0.20408163265306123,0.20918367346938777,0.1989795918367347,0.19349387410223912,0.21039290240811154,0.19602872834812,0.23529411764705882,0.2647058823529412,0.23529411764705882,0.1838992750858451,0.18847768027470432,0.18008393742846243,0.14484272128749084,0.1528895391367959,0.1389904901243599,0.1415329490574856,0.13981928649322325,0.13981928649322325,0.21262732174955062,0.21637207908927503,0.21262732174955062,0.17742876374242764,0.17781018622391742,0.17693515817814673,0.17976952624839948,0.18642765685019205,0.17695262483994878
coverageCA,0.30134593650467484,0.30134593650467484,0.30072947703688485,0.28421370359191067,0.2873528523996378,0.2840325988530033,0.33466819221967964,0.3438215102974828,0.32265446224256294,0.3745173745173745,0.41312741312741313,0.33976833976833976,0.27982954545454547,0.3025568181818182,0.2833806818181818,0.336,0.416,0.344,0.3654045106559073,0.37368094351334574,0.36250775915580385,0.2789317507418398,0.32566765578635015,0.28635014836795253,0.3141558841651263,0.31276956253850896,0.31276956253850896,0.2910884983040395,0.29879740980573544,0.2910884983040395,0.3061787812300941,0.30787741524524026,0.3058956755609031,0.29681486396814866,0.30099535500995356,0.2958858659588587
coverageNY,0.28488372093023256,0.28488372093023256,0.2830624824880919,0.24716196470720467,0.24851073395526582,0.2463751826458357,0.33113746157224416,0.3407992973210365,0.3201581027667984,0.3333333333333333,0.35294117647058826,0.35294117647058826,0.38287331917905165,0.38287331917905165,0.37933474876150036,0.25,0.2,0.05,0.3531989482909728,0.37072743207712533,0.36108676599474143,0.3056768558951965,0.36899563318777295,0.3231441048034934,0.2875951776649746,0.2836294416243655,0.2834708121827411,0.28273958855995984,0.28374310085298543,0.28273958855995984,0.27848651783125544,0.28443026964337487,0.27979124383879383,0.2908647329899702,0.29804825155868797,0.28612089997289236
coverageTX,0.15141002131139417,0.15141002131139417,0.15141002131139417,0.14796737095480075,0.1510430596416154,0.14796737095480075,0.18945054945054945,0.21186813186813186,0.18945054945054945,0.13253012048192772,0.21686746987951808,0.13253012048192772,0.09230769230769231,0.12417582417582418,0.09230769230769231,0.15,0.35,0.15,0.15584415584415584,0.1976911976911977,0.15584415584415584,0.1750503018108652,0.20724346076458752,0.1750503018108652,0.15480933409220263,0.16198064883323848,0.15480933409220263,0.14878862359550563,0.15475772471910113,0.14878862359550563,0.16065642312114561,0.16922755304693216,0.16065642312114561,0.14307257304429782,0.15457115928369464,0.14307257304429782
incomeCA_err,0.004104944441527897,0.004104944441527897,0.004094294043184565,0.005283123992062766,0.005297189028988847,0.005259040546423066,0.01932639940125147,0.02023908058100199,0.01911153953485123,0.05092316298706279,0.05437360784660558,0.04997400068318428,0.010302670401012043,0.010442046855170695,0.010357840421534259,0.04996053969282044,0.06571827857118115,0.05416944897639975,0.010032429276066651,0.010102965715457629,0.010032429276066651,0.019976254065254828,0.020356577372455692,0.01987173354324273,0.005691340320198135,0.005701824718433196,0.005690839677524651,0.005879808114308049,0.005877186509254562,0.00584549119212735,0.004173960117073494,0.00417327873259693,0.00417327873259693,0.01940356058121062,0.019318634094991127,0.018956941384827064
