,0 (ERM),0 (G-ERM),0 (PREP),1 (ERM),1 (G-ERM),1 (PREP),2 (ERM),2 (G-ERM),2 (PREP),3 (ERM),3 (G-ERM),3 (PREP),4 (ERM),4 (G-ERM),4 (PREP)
adult,0.15002763957987839,0.15002763957987839,0.15002763957987839,0.15925449871465297,0.15925449871465297,0.15925449871465297,0.0932806324110672,0.09644268774703557,0.0932806324110672,0.1905385496807988,0.19070224259289573,0.1905385496807988,0.06573569482288828,0.06743869209809264,0.06573569482288828
communities,0.16541353383458646,0.16541353383458646,0.16290726817042606,0.2849740932642487,0.3005181347150259,0.2694300518134715,0.05339805825242718,0.06796116504854369,0.06310679611650485,0.2192513368983957,0.21390374331550802,0.21390374331550802,0.1179245283018868,0.13679245283018868,0.1179245283018868
compas,0.3645183645183645,0.3645183645183645,0.35828135828135826,0.36595174262734587,0.3672922252010724,0.35924932975871315,0.3629842180774749,0.3601147776183644,0.35724533715925394,0.37319762510602206,0.3706530958439355,0.3672603901611535,0.32575757575757575,0.3181818181818182,0.3181818181818182
german,0.25,0.25,0.225,0.2265625,0.2421875,0.1875,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.17857142857142858,0.20238095238095238,0.17857142857142858,0.3017241379310345,0.25862068965517243,0.25862068965517243
adult_err,0.0073547798803806075,0.0073547798803806075,0.0073547798803806075,0.008121562645003633,0.008121562645003633,0.008121562645003633,0.015096176204990833,0.015350099378373824,0.015096176204990833,0.009845526639281538,0.009848929021747471,0.009845526639281538,0.008569199571548544,0.008680351310660486,0.008569199571548544
communities_err,0.0338444956856441,0.0338444956856441,0.03359639164017997,0.06010413425306699,0.06140621704808916,0.058710947891888965,0.023667173949371154,0.02746724787377572,0.026253210272340323,0.054282682109715735,0.05365191440729419,0.05365191440729419,0.03738043615266831,0.04051704776233139,0.03738043615266831
compas_err,0.024933288792442165,0.024933288792442165,0.024821709991627083,0.034470444057241145,0.03450453923856345,0.03429557776835285,0.03555027212094142,0.035471807628698226,0.03539194646082772,0.027698214207555527,0.02765053962339048,0.027585678206529962,0.05471398922706355,0.05425388929506303,0.05425388929506303
german_err,0.05592977277446498,0.05592977277446498,0.05332915956230852,0.06505374612088347,0.06717171551071649,0.059131705591950134,0.09388625515685894,0.09388625515685894,0.09388625515685894,0.06834082007169623,0.07319218890937601,0.06834082007169623,0.0774537029609271,0.07230287921756487,0.07230287921756487
