,0,1,2,3,4
DecisionTree2 (ERM) err,0.0243871498942011,0.0338061414704226,0.03456210794485931,0.026973334738219945,0.05471398922706355
DecisionTree2 (G-ERM) err,0.0243871498942011,0.03317708849218226,0.03456210794485931,0.026973334738219945,0.0540174722703865
DecisionTree2 (PREP) err,0.02403720055973163,0.03317708849218226,0.034173037973357856,0.02666742938184613,0.05277004618173961
DecisionTree4 (ERM) err,0.023891410496446774,0.033604246145411354,0.033149690668571874,0.026472998313957774,0.05277004618173961
DecisionTree4 (G-ERM) err,0.023891410496446774,0.03347939659250271,0.03249004156749141,0.026270215262330643,0.053282261168889455
DecisionTree4 (PREP) err,0.023654461208765964,0.03347939659250271,0.03249004156749141,0.02622400169420075,0.05196765446345916
DecisionTree8 (ERM) err,0.024254037628506975,0.03317708849218226,0.03483827560451119,0.026771894939800478,0.05493774901274556
DecisionTree8 (G-ERM) err,0.024254037628506975,0.03308785229405187,0.03441902660988433,0.026792486661621873,0.05223972899110227
DecisionTree8 (PREP) err,0.023891410496446774,0.03295158128336373,0.03396938401741767,0.026516921389923787,0.05223972899110227
DecisionTree16 (ERM) err,0.025040295290785997,0.03467066158334048,0.03566536567367118,0.027729536587773218,0.05619445780613225
DecisionTree16 (G-ERM) err,0.025040295290785997,0.034703019833500215,0.03599211496119126,0.02790979003084665,0.05515736430973367
DecisionTree16 (PREP) err,0.024981408773314617,0.034703019833500215,0.03543205208422501,0.027729536587773218,0.05515736430973367
DecisionTree (ERM) err,0.025272461645635236,0.03506907807810816,0.03595717045239577,0.027995021062132475,0.0567690389535484
DecisionTree (G-ERM) err,0.025272461645635236,0.03482958602043351,0.03592188749720748,0.02803642310051163,0.055584300485861715
DecisionTree (PREP) err,0.025120392510603773,0.03482958602043351,0.035740369300895636,0.02790979003084665,0.05515736430973367
RandomForest2 (ERM) err,0.0243871498942011,0.0338061414704226,0.03456210794485931,0.026973334738219945,0.05471398922706355
RandomForest2 (G-ERM) err,0.0243871498942011,0.03317708849218226,0.03456210794485931,0.026973334738219945,0.0540174722703865
RandomForest2 (PREP) err,0.02403720055973163,0.03317708849218226,0.034173037973357856,0.02666742938184613,0.05277004618173961
RandomForest4 (ERM) err,0.023891410496446774,0.033604246145411354,0.033149690668571874,0.026472998313957774,0.05277004618173961
RandomForest4 (G-ERM) err,0.023891410496446774,0.03347939659250271,0.03249004156749141,0.026270215262330643,0.053282261168889455
RandomForest4 (PREP) err,0.023654461208765964,0.03347939659250271,0.03249004156749141,0.02622400169420075,0.05196765446345916
RandomForest8 (ERM) err,0.024254037628506975,0.033265045682004835,0.034747689334338305,0.026771894939800478,0.05493774901274556
RandomForest8 (G-ERM) err,0.024254037628506975,0.03308785229405187,0.03456210794485931,0.026812978377958263,0.05223972899110227
RandomForest8 (PREP) err,0.024084678197507592,0.03295158128336373,0.03456210794485931,0.026771894939800478,0.05223972899110227
RandomForest16 (ERM) err,0.025109116777080165,0.03482958602043351,0.03570303946650755,0.027851162201931567,0.05579168777036053
RandomForest16 (G-ERM) err,0.025109116777080165,0.03467066158334048,0.03619471529681967,0.02790979003084665,0.05448604856732353
RandomForest16 (PREP) err,0.024969463208165843,0.03460508076299412,0.03551121400757051,0.02776049160066313,0.05448604856732353
RandomForest (ERM) err,0.024933288792442165,0.034470444057241145,0.03555027212094142,0.027698214207555527,0.05471398922706355
RandomForest (G-ERM) err,0.024933288792442165,0.03450453923856345,0.035471807628698226,0.02765053962339048,0.05425388929506303
RandomForest (PREP) err,0.024821709991627083,0.03429557776835285,0.03539194646082772,0.027585678206529962,0.05425388929506303
XGBoost (ERM) err,0.02402125091407492,0.03343715581036394,0.03381258156302891,0.02649501129225229,0.05448604856732353
XGBoost (G-ERM) err,0.02402125091407492,0.033766376935519704,0.03391750579303654,0.026771894939800478,0.05250717541122232
XGBoost (PREP) err,0.023891410496446774,0.033042751930864867,0.033865238799196284,0.02649501129225229,0.05250717541122232
MLP (ERM) err,0.023584450584553218,0.03247603511153063,0.03354338873878998,0.026153888568271333,0.051690897387430546
MLP (G-ERM) err,0.023584450584553218,0.0327179447952366,0.03354338873878998,0.02631600824326724,0.05277004618173961
MLP (PREP) err,0.023584450584553218,0.03247603511153063,0.03354338873878998,0.026153888568271333,0.051690897387430546
