,0,1,2,3,4,5,6,7,8,9,10,11
LogisticRegression (ERM),0.19586254566999112,0.20319933806798593,0.18878812860676009,0.18032786885245902,0.1907032181168057,0.09090909090909091,0.13758992805755396,0.1696035242290749,0.20980257342107847,0.18177305668619081,0.19104809269350828,0.2631189948263119
LogisticRegression (G-ERM),0.19586254566999112,0.20375094807970764,0.1941467436108821,0.3442622950819672,0.20083432657926104,0.09090909090909091,0.1474820143884892,0.24008810572687225,0.20970435124251055,0.17770276978060162,0.1904132056504947,0.2697708795269771
LogisticRegression (PREP),0.19378888120865015,0.2014755567813556,0.18672712283594395,0.14754098360655737,0.18593563766388557,0.09090909090909091,0.1357913669064748,0.1696035242290749,0.20970435124251055,0.17770276978060162,0.18951378233955876,0.2535107169253511
SVMClassifier (ERM),0.19527007010960798,0.20223402054747294,0.18672712283594395,0.18032786885245902,0.1907032181168057,0.09090909090909091,0.1420863309352518,0.17400881057268722,0.20803457420685592,0.18236870842847216,0.19073064917200147,0.2586844050258684
SVMClassifier (G-ERM),0.19527007010960798,0.20409570433703372,0.19291014014839242,0.3770491803278688,0.19785458879618595,0.09090909090909091,0.14298561151079137,0.2422907488986784,0.2108830173853256,0.18058175320162811,0.1911539072006772,0.2727272727272727
SVMClassifier (PREP),0.19423323787893748,0.20168241053575123,0.18549051937345423,0.16393442622950818,0.18593563766388557,0.09090909090909091,0.14298561151079137,0.1696035242290749,0.20773990767115214,0.18058175320162811,0.18935506057880536,0.262379896526238
DecisionTree2 (ERM),0.26755208847635037,0.2801489347031649,0.23742786479802144,0.26229508196721313,0.2586412395709178,0.0,0.1960431654676259,0.2444933920704846,0.290835870739613,0.24401866375459147,0.25977461509973016,0.3762010347376201
DecisionTree2 (G-ERM),0.26755208847635037,0.2802178859546301,0.23784006595218465,0.26229508196721313,0.2592371871275328,0.09090909090909091,0.18345323741007194,0.2444933920704846,0.28710342795403204,0.24401866375459147,0.25977461509973016,0.30968218773096823
DecisionTree2 (PREP),0.26221980843290216,0.2745638833344825,0.2370156636438582,0.26229508196721313,0.2556615017878427,0.0,0.17715827338129497,0.2444933920704846,0.28287987427561145,0.24133823091432544,0.25892809904237873,0.3082039911308204
DecisionTree4 (ERM),0.24800039498370693,0.25967041301799626,0.22341302555647155,0.2459016393442623,0.23778307508939214,0.0,0.17625899280575538,0.2290748898678414,0.27787054316864745,0.21780998709421226,0.2413099835987514,0.34146341463414637
DecisionTree4 (G-ERM),0.24800039498370693,0.2636006343515135,0.22341302555647155,0.22950819672131148,0.23778307508939214,0.0,0.16546762589928057,0.23348017621145375,0.26726254788331205,0.21929911644991562,0.24136289085233587,0.2771618625277162
DecisionTree4 (PREP),0.23462032191172114,0.2427084051575536,0.22300082440230834,0.22950819672131148,0.23480333730631706,0.0,0.164568345323741,0.21806167400881057,0.2551812199194578,0.21383897547900327,0.23157504893920958,0.2771618625277162
DecisionTree8 (ERM),0.22326454033771106,0.22740122733227608,0.21929101401483925,0.22950819672131148,0.22646007151370678,0.0,0.18345323741007194,0.20704845814977973,0.24103722620567725,0.205301300506304,0.21760753399291044,0.30229120473022913
DecisionTree8 (G-ERM),0.22326454033771106,0.2300213748879542,0.22052761747732894,0.2786885245901639,0.22288438617401668,0.0,0.16007194244604317,0.23127753303964757,0.2418230036342206,0.20311724411793905,0.22194592878683667,0.2756836659275684
DecisionTree8 (PREP),0.21975905993877753,0.22560849479418052,0.21681780708985984,0.21311475409836064,0.22288438617401668,0.0,0.15557553956834533,0.20484581497797358,0.2365190059915529,0.20281941824679836,0.21602031638537644,0.2719881744271988
DecisionTree16 (ERM),0.21832724400118494,0.22347100599875888,0.21516900247320692,0.22950819672131148,0.2199046483909416,0.0,0.16906474820143885,0.19383259911894274,0.2365190059915529,0.19994043482577187,0.21300460293106185,0.2926829268292683
DecisionTree16 (G-ERM),0.21832724400118494,0.2279528373439978,0.22506183017312448,0.2459016393442623,0.21573301549463647,0.0,0.1591726618705036,0.23348017621145375,0.24162655927708476,0.20222376650451704,0.21094122004126767,0.29637841832963785
DecisionTree16 (PREP),0.21640169842993975,0.2231262497414328,0.20280296784830998,0.2459016393442623,0.21573301549463647,0.0,0.15827338129496402,0.22466960352422907,0.23180434142029271,0.20083391243919388,0.2108354055340987,0.29416112342941614
DecisionTree (ERM),0.2443467956946776,0.25174101909949664,0.24319868095630667,0.2459016393442623,0.23182359952324194,0.2727272727272727,0.18345323741007194,0.21365638766519823,0.2605834397406934,0.22793606671299513,0.23914078620178827,0.3170731707317073
DecisionTree (G-ERM),0.2443467956946776,0.24836240777770116,0.23784006595218465,0.3114754098360656,0.22884386174016685,0.0,0.1906474820143885,0.2511013215859031,0.26824476966899125,0.23101360071478208,0.23855880641235913,0.3148558758314856
DecisionTree (PREP),0.24019946677199566,0.2474660415086534,0.23619126133553173,0.2459016393442623,0.22884386174016685,0.0,0.18255395683453238,0.22246696035242292,0.25744033002652,0.22277375161322346,0.23506692767578435,0.31189948263118994
RandomForest2 (ERM),0.26755208847635037,0.2801489347031649,0.23742786479802144,0.26229508196721313,0.2586412395709178,0.0,0.1960431654676259,0.2444933920704846,0.290835870739613,0.24401866375459147,0.25977461509973016,0.3762010347376201
RandomForest2 (G-ERM),0.26755208847635037,0.2802178859546301,0.23784006595218465,0.26229508196721313,0.2592371871275328,0.09090909090909091,0.18345323741007194,0.2444933920704846,0.28710342795403204,0.24401866375459147,0.25977461509973016,0.30968218773096823
