,0,1,2,3,4
DecisionTree2 (ERM) err,0.007840463837018252,0.008626529547911516,0.016823234255376532,0.010406085843564145,0.00953302806288385
DecisionTree2 (G-ERM) err,0.007840463837018252,0.008626529547911516,0.016823234255376532,0.010391344040336203,0.009473878213324405
DecisionTree2 (PREP) err,0.007820012749204908,0.00860452018731167,0.016767745223779565,0.010391344040336203,0.009434180989831356
DecisionTree4 (ERM) err,0.007538627395512004,0.008295484452932739,0.01613925159800958,0.010035036290701238,0.009087847965051382
DecisionTree4 (G-ERM) err,0.007538627395512004,0.008295484452932739,0.016197806868120293,0.01001876736674337,0.009066958617493528
DecisionTree4 (PREP) err,0.007518636403436335,0.008274155759221052,0.016080401530520178,0.01001876736674337,0.00900393076393978
DecisionTree8 (ERM) err,0.007310340472775401,0.008054351612385352,0.015412728507030932,0.009756064716801321,0.008724337365451265
DecisionTree8 (G-ERM) err,0.007310340472775401,0.007997483374683562,0.01572094490600405,0.009756064716801321,0.008961608476798846
DecisionTree8 (PREP) err,0.007263002632050514,0.007997483374683562,0.015412728507030932,0.00967529274203599,0.008789819599663684
DecisionTree16 (ERM) err,0.007398710485909732,0.008076879075130494,0.017150706457578796,0.009783797884251155,0.009354141824005568
DecisionTree16 (G-ERM) err,0.007398710485909732,0.008228446660266009,0.017204395446226248,0.00987266681944693,0.009840777539264892
DecisionTree16 (PREP) err,0.007398710485909732,0.008076879075130494,0.017150706457578796,0.009783797884251155,0.009354141824005568
DecisionTree (ERM) err,0.007919110639527133,0.008665336747460395,0.01803094349788127,0.01046734526626214,0.009878366968202282
DecisionTree (G-ERM) err,0.007919110639527133,0.008871655812059426,0.017779008010649022,0.010664076141332801,0.010420625228613561
DecisionTree (PREP) err,0.007909125610756101,0.008665336747460395,0.017779008010649022,0.010458658419355948,0.009840777539264892
RandomForest2 (ERM) err,0.007840463837018252,0.008626529547911516,0.016823234255376532,0.010406085843564145,0.00953302806288385
RandomForest2 (G-ERM) err,0.007840463837018252,0.008626529547911516,0.016823234255376532,0.010391344040336203,0.009473878213324405
RandomForest2 (PREP) err,0.007820012749204908,0.00860452018731167,0.016767745223779565,0.010391344040336203,0.009434180989831356
RandomForest4 (ERM) err,0.007538627395512004,0.008295484452932739,0.01613925159800958,0.010035036290701238,0.009087847965051382
RandomForest4 (G-ERM) err,0.007538627395512004,0.008295484452932739,0.016197806868120293,0.01001876736674337,0.009066958617493528
RandomForest4 (PREP) err,0.007518636403436335,0.008274155759221052,0.016080401530520178,0.01001876736674337,0.00900393076393978
RandomForest8 (ERM) err,0.007310340472775401,0.008054351612385352,0.015412728507030932,0.009752585052397872,0.008746230566928324
RandomForest8 (G-ERM) err,0.007310340472775401,0.007994619150659743,0.01572094490600405,0.009756064716801321,0.008940355031371736
RandomForest8 (PREP) err,0.0072606204883124414,0.007994619150659743,0.015412728507030932,0.009671745554563072,0.008789819599663684
RandomForest16 (ERM) err,0.007396410892465538,0.008076879075130494,0.017096766857935555,0.009783797884251155,0.009333995862581337
RandomForest16 (G-ERM) err,0.007396410892465538,0.00823655134164833,0.01731102990363112,0.009862510352738718,0.009934398310531944
RandomForest16 (PREP) err,0.007396410892465538,0.008076879075130494,0.017096766857935555,0.009783797884251155,0.009333995862581337
RandomForest (ERM) err,0.0073547798803806075,0.008121562645003633,0.015096176204990833,0.009845526639281538,0.008569199571548544
RandomForest (G-ERM) err,0.0073547798803806075,0.008121562645003633,0.015350099378373824,0.009848929021747471,0.008680351310660486
RandomForest (PREP) err,0.0073547798803806075,0.008121562645003633,0.015096176204990833,0.009845526639281538,0.008569199571548544
XGBoost (ERM) err,0.006806541569520902,0.007486533720799993,0.014571153157462394,0.009091976816087644,0.008177840450798994
XGBoost (G-ERM) err,0.006806541569520902,0.0075918652376711915,0.015841994742293683,0.009270458967343992,0.008524254035058527
XGBoost (PREP) err,0.006806541569520902,0.007486533720799993,0.014571153157462394,0.009091976816087644,0.008177840450798994
MLP (ERM) err,0.007329114383839125,0.008065630919794925,0.015659947338293193,0.009749102485213962,0.008940355031371736
MLP (G-ERM) err,0.007329114383839125,0.008028858620596296,0.016486258726087347,0.009780341336531856,0.009707700963219962
MLP (PREP) err,0.0072985602116944215,0.008028858620596296,0.015659947338293193,0.009710601813163827,0.008897661512915378
