,0,1,2,3,4,5,6,7,8,9,10,11
LogisticRegression (ERM),0.17774330932225668,0.18561632238401626,0.19041986989946777,0.17567567567567569,0.18823141585627162,0.16993464052287582,0.12441113490364025,0.1654629021667761,0.18199811964966103,0.17292052274384428,0.17282675450840265,0.2572202166064982
LogisticRegression (G-ERM),0.17774330932225668,0.1869285472400948,0.21289178001182732,0.26126126126126126,0.1893851986154607,0.22875816993464052,0.13040685224839402,0.19238345370978333,0.1851155425800386,0.17258399237197825,0.1728825861202613,0.2694043321299639
LogisticRegression (PREP),0.17758557232241443,0.1854893328818151,0.19101123595505617,0.17567567567567569,0.18790176363936048,0.1568627450980392,0.12548179871520343,0.16349310571240971,0.18199811964966103,0.17258399237197825,0.17282675450840265,0.2545126353790614
SVMClassifier (ERM),0.17745412482254588,0.18578564172028444,0.18923713778829096,0.1981981981981982,0.1860886764463491,0.16993464052287582,0.12312633832976445,0.16611950098489822,0.18155277351674995,0.17280834595322228,0.17246384903132153,0.2581227436823105
SVMClassifier (G-ERM),0.17745412482254588,0.18790213342363699,0.20993494973388527,0.25225225225225223,0.19020932915773858,0.21568627450980393,0.13019271948608138,0.18844386080105055,0.18561037161660646,0.17308878792977733,0.1725755122550388,0.2657942238267148
SVMClassifier (PREP),0.17745412482254588,0.18578564172028444,0.18923713778829096,0.1981981981981982,0.1860886764463491,0.16993464052287582,0.12312633832976445,0.16611950098489822,0.18155277351674995,0.17280834595322228,0.17246384903132153,0.2581227436823105
DecisionTree2 (ERM),0.24959251275040747,0.26993735184558076,0.24600827912477824,0.22522522522522523,0.25135981539475855,0.20915032679738563,0.15032119914346895,0.2468811556139199,0.2689395813746351,0.22766279656739022,0.24110881581151247,0.38673285198555957
DecisionTree2 (G-ERM),0.24959251275040747,0.26993735184558076,0.306327616794796,0.23423423423423423,0.2516894676116697,0.20915032679738563,0.15331905781584582,0.2468811556139199,0.26953337621851653,0.22766279656739022,0.24110881581151247,0.3506317689530686
DecisionTree2 (PREP),0.24567537725432462,0.2644344734168642,0.24009461856889414,0.22072072072072071,0.2508653370693918,0.20915032679738563,0.15032119914346895,0.24359816152330926,0.2618635261517146,0.22732626619552415,0.24110881581151247,0.3194945848375451
DecisionTree4 (ERM),0.2426257952573742,0.24750253979004402,0.2874039030159669,0.24774774774774774,0.24806329322564694,0.28104575163398693,0.1948608137044968,0.23440577806959947,0.23920035627690633,0.24650849739188962,0.23781475071185304,0.3203971119133574
DecisionTree4 (G-ERM),0.2426257952573742,0.2630799187267186,0.23240685984624482,0.22072072072072071,0.24344816218889073,0.20915032679738563,0.14475374732334048,0.23177938279711097,0.23811173239645703,0.2127432834146615,0.22963541957456313,0.3082129963898917
DecisionTree4 (PREP),0.2228823807771176,0.23361835421605148,0.22885866351271436,0.22072072072072071,0.24212955332124608,0.19607843137254902,0.14475374732334048,0.21733420879842416,0.23420258300757088,0.21005104043973302,0.21763162302495673,0.30776173285198555
DecisionTree8 (ERM),0.20687207529312793,0.21473924822214696,0.21584861028976937,0.22072072072072071,0.22086698533047636,0.20261437908496732,0.14753747323340471,0.20157583716349312,0.21742787866792024,0.19490717370576027,0.20037965496063873,0.3118231046931408
