,0,1,2,3,4,5,6,7,8,9,10,11
LogisticRegression (ERM),0.1958381061473845,0.19635492554268638,0.1927941740130318,0.18877551020408162,0.2217997465145754,0.2647058823529412,0.1983975581838993,0.1441111923920995,0.15905904346471414,0.23120131815458358,0.19544536683868072,0.19807938540332906
LogisticRegression (G-ERM),0.1958381061473845,0.1968241424443731,0.18493675737830587,0.22448979591836735,0.21884241656104775,0.35294117647058826,0.19534528805799314,0.1433796634967081,0.15107493379031,0.2274565608148592,0.18855732555530627,0.15774647887323945
LogisticRegression (PREP),0.18396334478808707,0.18509371990220533,0.17477960904561135,0.1989795918367347,0.20616814533164343,0.2647058823529412,0.18466234261732165,0.14264813460131676,0.14274030222776132,0.22359946075494308,0.18855732555530627,0.15774647887323945
SVMClassifier (ERM),0.19471172203130965,0.1951942311016719,0.1899195093905711,0.19387755102040816,0.22306717363751585,0.29411764705882354,0.19648988935520795,0.14484272128749084,0.1587864153294906,0.2292540443379269,0.1935831276643482,0.20115236875800255
SVMClassifier (G-ERM),0.19471172203130965,0.19640431679549553,0.1858949789191261,0.2193877551020408,0.21841994085340094,0.35294117647058826,0.19687142312094622,0.14045354791514264,0.1523991275899673,0.2279808268424206,0.18851245232218983,0.1591549295774648
SVMClassifier (PREP),0.184135166093929,0.1854641542982738,0.1749712533537754,0.1989795918367347,0.20659062103929024,0.2647058823529412,0.18428080885158338,0.13752743233357717,0.1420003115750117,0.2246479928100659,0.18851245232218983,0.1591549295774648
DecisionTree2 (ERM),0.2330278732340588,0.2284345442422147,0.28382522039095437,0.2653061224489796,0.2256020278833967,0.29411764705882354,0.22624952308279284,0.1960497439648866,0.2055226670821,0.2594742360695027,0.24597262732779898,0.1591549295774648
DecisionTree2 (G-ERM),0.2330278732340588,0.2284345442422147,0.2443464929091606,0.2653061224489796,0.2213772708069286,0.29411764705882354,0.23044639450591378,0.20921726408193123,0.205366879576258,0.2594742360695027,0.2201705182858425,0.1591549295774648
DecisionTree2 (PREP),0.2110729285987018,0.2100363025708147,0.22882330394787276,0.22448979591836735,0.21884241656104775,0.2647058823529412,0.20373903090423504,0.17483540599853695,0.16809471880355195,0.2523966446974236,0.2201705182858425,0.1591549295774648
DecisionTree4 (ERM),0.2013745704467354,0.20270170152865927,0.19739363740896895,0.20408163265306123,0.21673003802281368,0.3235294117647059,0.19801602441816102,0.15435259692757863,0.16564106558653996,0.23573247453565008,0.2087727170742652,0.1591549295774648
DecisionTree4 (G-ERM),0.2013745704467354,0.20270170152865927,0.18723648907627444,0.21428571428571427,0.20870299957752428,0.2647058823529412,0.2148035101106448,0.1667885881492319,0.16447265929272473,0.22629568603954464,0.1989230424052053,0.16030729833546736
DecisionTree4 (PREP),0.19169530355097367,0.19230484281233792,0.1826370256803373,0.18877551020408162,0.20870299957752428,0.2647058823529412,0.20144982830980543,0.15654718361375275,0.1564496027418601,0.225584182144997,0.19739735247924614,0.1591549295774648
DecisionTree8 (ERM),0.17854142802596412,0.17901859580668264,0.17650440781908777,0.19387755102040816,0.19856358259400084,0.14705882352941177,0.17474246470812668,0.14630577907827358,0.14122137404580154,0.21442480527261834,0.1821628898362127,0.15787451984635084
DecisionTree8 (G-ERM),0.17854142802596412,0.18378485170276343,0.17573783058643158,0.21428571428571427,0.20785804816223066,0.2647058823529412,0.1816100724914155,0.14045354791514264,0.13849509269356597,0.21352606351108447,0.17805698900605788,0.15749039692701663
DecisionTree8 (PREP),0.1749331806032837,0.17583286000049392,0.17209658873131467,0.18877551020408162,0.19814110688635403,0.17647058823529413,0.1648225867989317,0.1389904901243599,0.1377551020408163,0.21068004793289394,0.17798967915638322,0.15749039692701663
DecisionTree16 (ERM),0.17777777777777778,0.17763564072802707,0.17592947489459562,0.20408163265306123,0.19349387410223912,0.23529411764705882,0.1838992750858451,0.14484272128749084,0.1415329490574856,0.21262732174955062,0.17742876374242764,0.17976952624839948
DecisionTree16 (G-ERM),0.17777777777777778,0.18012989899488802,0.18723648907627444,0.20918367346938777,0.21039290240811154,0.2647058823529412,0.18847768027470432,0.1528895391367959,0.13981928649322325,0.21637207908927503,0.17781018622391742,0.18642765685019205
DecisionTree16 (PREP),0.1769377625047728,0.1767959894302719,0.1761211192027597,0.1989795918367347,0.19602872834812,0.23529411764705882,0.18008393742846243,0.1389904901243599,0.13981928649322325,0.21262732174955062,0.17693515817814673,0.17695262483994878
DecisionTree (ERM),0.2163802978235968,0.2134442990146445,0.2334227673438099,0.24489795918367346,0.23658639628221378,0.35294117647058826,0.22472338801983976,0.17483540599853695,0.18090824115905904,0.25048681845416415,0.2166704061027597,0.2147247119078105
DecisionTree (G-ERM),0.2163802978235968,0.21265403896969848,0.22997316979685703,0.22448979591836735,0.23996620194338825,0.23529411764705882,0.23884013735215567,0.18215069495245062,0.18005140987692786,0.25056171360095864,0.2166479694862015,0.21331626120358516
DecisionTree (PREP),0.2146811760213822,0.21245647395846196,0.2265235722499042,0.22448979591836735,0.23616392057456695,0.23529411764705882,0.2266310568485311,0.17044623262618874,0.17938931297709923,0.24861443978430198,0.21492035001121831,0.21331626120358516
RandomForest2 (ERM),0.2330278732340588,0.2284345442422147,0.28382522039095437,0.2653061224489796,0.2256020278833967,0.29411764705882354,0.22624952308279284,0.1960497439648866,0.2055226670821,0.2594742360695027,0.24597262732779898,0.1591549295774648
RandomForest2 (G-ERM),0.2330278732340588,0.2284345442422147,0.2443464929091606,0.2653061224489796,0.2213772708069286,0.29411764705882354,0.23044639450591378,0.20921726408193123,0.205366879576258,0.2594742360695027,0.2201705182858425,0.1591549295774648
RandomForest2 (PREP),0.2110729285987018,0.2100363025708147,0.22882330394787276,0.22448979591836735,0.21884241656104775,0.2647058823529412,0.20373903090423504,0.17483540599853695,0.16809471880355195,0.2523966446974236,0.2201705182858425,0.1591549295774648
RandomForest4 (ERM),0.2013745704467354,0.20270170152865927,0.19739363740896895,0.20408163265306123,0.21673003802281368,0.3235294117647059,0.19801602441816102,0.15435259692757863,0.16564106558653996,0.23573247453565008,0.2087727170742652,0.1591549295774648
