,0,1,2,3,4,5,6,7,8,9,10,11
SVMClassifier (G-ERM) err,0.005377863562039842,0.007059930319568308,0.02215092264317725,0.05665713905545361,0.013469464250162433,0.07895259871253879,0.013690151536491446,0.02396457476813524,0.008124570254727126,0.007108545098460151,0.007751795838665088,0.0073943077138303726
SVMClassifier (PREP) err,0.005354437814893365,0.0070278495654820805,0.02215092264317725,0.05665713905545361,0.013401511058544369,0.07674987936342173,0.013661309074050665,0.02396457476813524,0.0081029968629176,0.007100847417666478,0.007745295500017069,0.007375828427567344
DecisionTree2 (ERM) err,0.005457145911116179,0.0071232987593303765,0.02332915741622754,0.05882169247028124,0.01362004984411852,0.08092704351727975,0.013931151922552232,0.024546243484410757,0.008243454277476303,0.007251915638685824,0.007877090857979885,0.007537455275466676
DecisionTree2 (G-ERM) err,0.005457145911116179,0.0071232987593303765,0.022587317261532402,0.058163744212048785,0.013597357574337776,0.08029360659817786,0.013932670075860965,0.024546243484410757,0.008243454277476303,0.007252315457192571,0.007877978119401552,0.00754360005229654
DecisionTree2 (PREP) err,0.005440417197381864,0.0071232987593303765,0.022587317261532402,0.058163744212048785,0.013597357574337776,0.08029360659817786,0.013931151922552232,0.024546243484410757,0.008210032581165427,0.007235800642652779,0.00786548301120421,0.0075012177375625155
DecisionTree4 (ERM) err,0.00543883410348367,0.007087022823613787,0.023259829395862408,0.05781121811984996,0.013547601874496162,0.07963557864842047,0.01394919492536939,0.024469891197813842,0.008237056378230856,0.007209517669411358,0.007871303998836177,0.007490713507507019
DecisionTree4 (G-ERM) err,0.00543883410348367,0.007089114127389939,0.02232114800223184,0.05488446641582684,0.013604940670778387,0.07824427609932644,0.013697737099250096,0.024090344841082967,0.008226134012891517,0.007150290496409528,0.007877090857979885,0.007293983024935946
DecisionTree4 (PREP) err,0.005345598799166962,0.006989535564555338,0.022194364392434995,0.05488446641582684,0.013445643108824401,0.07824427609932644,0.013697737099250096,0.024090344841082967,0.008095156699010841,0.007084395476742555,0.0078077557066174585,0.007283278889127609
DecisionTree8 (ERM) err,0.005331993535838353,0.006937479467903851,0.022237213911494635,0.05623954583820984,0.013512679899750468,0.07674987936342173,0.01377471712334688,0.02354693893942733,0.008073047557067503,0.007067271626049754,0.007753788766333758,0.007301959901607258
DecisionTree8 (G-ERM) err,0.005331993535838353,0.006961216966209716,0.022237213911494635,0.05488446641582684,0.013465506304185582,0.08422812775451405,0.01359359856514103,0.024372730335375736,0.008056349679907537,0.0070198888747033394,0.007670349154209444,0.007233580621666125
